,features,timepoint,subject
424,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 115, 1361, 1173, 850, 955, 625, 823, 579, 633, 958, 846, 1039, 1958, 1993, 4021, 4520, 6142, 11147, 10321, 11612, 16124, 11968, 15343, 10918, 10381, 13567, 10087, 10077, 13219, 9757, 9846, 12977, 9719, 12799, 9824, 10006, 13496, 10094, 10090, 13714, 10369, 14217, 11295, 12132, 17095, 13427, 13439, 17811, 12656, 12018, 14512, 9932, 11553, 7674, 6740, 7814, 5096, 4419, 4614, 2627, 2617, 1365, 1024, 828, 349, 192, 164, 73, 71, 22, 31, 29, 16, 11, 7, 14, 7, 8, 9, 9, 1, 7, 4, 3, 4, 3, 2, 3, 3, 1, 0, 2, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00454
425,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 1695, 2126, 1399, 600, 264, 378, 394, 364, 646, 998, 1007, 1955, 2908, 3182, 6217, 9393, 9266, 14895, 15885, 15778, 10992, 13762, 13085, 9522, 12374, 12190, 8834, 11426, 11202, 8404, 11191, 11443, 8870, 11990, 12472, 9238, 12646, 12823, 10106, 13669, 14689, 11447, 16379, 17210, 17930, 13530, 17687, 16271, 11013, 13189, 11181, 6905, 7880, 6382, 3717, 3899, 2732, 1338, 1217, 702, 328, 258, 140, 59, 42, 28, 21, 19, 12, 16, 12, 16, 4, 12, 13, 6, 7, 12, 7, 9, 5, 5, 3, 2, 8, 4, 2, 1, 3, 4, 2, 3, 4, 4, 2, 3, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00454
426,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1130, 3519, 3044, 2308, 2471, 2779, 2962, 3018, 2846, 2819, 2936, 2992, 3268, 3491, 4127, 6653, 6201, 6981, 7814, 8416, 8961, 9003, 9088, 8967, 9132, 9126, 8950, 8867, 8609, 8509, 8444, 8250, 7895, 7991, 7755, 10368, 7644, 7719, 7863, 7818, 7789, 8071, 8246, 8708, 9188, 9734, 10280, 10778, 11350, 11725, 11913, 12090, 12123, 12163, 12000, 15544, 11022, 10785, 9975, 8983, 8020, 6917, 6240, 5354, 4511, 3632, 3051, 2592, 2068, 1586, 1183, 958, 734, 510, 425, 347, 209, 146, 99, 63, 49, 31, 26, 15, 8, 7, 4, 4, 2, 0, 2, 0, 1, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00455
427,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 229, 1698, 2599, 2801, 2103, 2264, 2244, 2319, 2406, 2262, 2444, 2422, 3523, 2893, 3286, 3878, 4781, 5877, 7175, 8415, 9253, 12752, 9826, 9684, 9508, 9306, 8873, 8546, 8339, 8071, 10273, 7333, 7375, 7423, 7494, 7387, 7377, 7624, 7830, 10470, 8227, 8436, 8813, 9177, 9625, 9716, 10379, 10809, 11398, 15780, 12226, 12585, 12916, 12860, 12125, 11444, 10645, 10065, 12272, 8482, 7669, 7053, 6264, 5514, 4707, 4049, 3433, 3665, 2098, 1701, 1379, 1075, 949, 788, 677, 586, 615, 369, 259, 245, 155, 131, 84, 63, 41, 36, 22, 13, 2, 6, 3, 3, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00455
428,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 587, 769, 1270, 1535, 2715, 3345, 5821, 8345, 8408, 12342, 10969, 14450, 11662, 14073, 10535, 12091, 8782, 10231, 7561, 8591, 6793, 7880, 6068, 7449, 5951, 7245, 5670, 7303, 5766, 7112, 5833, 7234, 7019, 5407, 6634, 5351, 6390, 5034, 6208, 4836, 5927, 4665, 5693, 4552, 5731, 4554, 5829, 4659, 5974, 4902, 6103, 4883, 6622, 5361, 6768, 5433, 7090, 7152, 5824, 7157, 5901, 7199, 5852, 7390, 6116, 7686, 6297, 7849, 6311, 7947, 5977, 7229, 5401, 6437, 4671, 5097, 3272, 3016, 1777, 1625, 810, 683, 434, 232, 199, 92, 71, 29, 33, 9, 9, 6, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00456
429,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 31, 52, 116, 152, 257, 503, 650, 1122, 1828, 3106, 4591, 6417, 8225, 9597, 14324, 11070, 11153, 10944, 10512, 10204, 9846, 9182, 9229, 8944, 11309, 8343, 8340, 8253, 8333, 8741, 8816, 9220, 9897, 14093, 11293, 11791, 12309, 12577, 12861, 13002, 13107, 12682, 16493, 11918, 11401, 11278, 10656, 10317, 9848, 9114, 8385, 9931, 6703, 6024, 5562, 5161, 4825, 4384, 3927, 3681, 4629, 3193, 2964, 2703, 2475, 2138, 1867, 1475, 1174, 1129, 580, 385, 241, 131, 87, 83, 35, 31, 17, 7, 7, 4, 3, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,00456
430,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 154, 604, 908, 1022, 1185, 1492, 1178, 2409, 3054, 3848, 4391, 5131, 5689, 4407, 7353, 8514, 9472, 10195, 10718, 10823, 7340, 10854, 10984, 11312, 10927, 11075, 7153, 10413, 10249, 9836, 9743, 9900, 10156, 6782, 10431, 10494, 10429, 10317, 10082, 9713, 6319, 9222, 9144, 9068, 9145, 9226, 6026, 9268, 9281, 9330, 9287, 9178, 8806, 5686, 8027, 7172, 6778, 6201, 5757, 5439, 3352, 4687, 4543, 4213, 3968, 3800, 2396, 3648, 3346, 3180, 3064, 2841, 2657, 1613, 2291, 1967, 1853, 1633, 1502, 1373, 824, 1057, 845, 698, 487, 347, 182, 199, 116, 62, 62, 35, 14, 4, 5, 4, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00461
431,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 120, 347, 305, 286, 426, 329, 409, 509, 667, 972, 1293, 1871, 2703, 4024, 8549, 10137, 13573, 16483, 17041, 16323, 14641, 13100, 11884, 11050, 13529, 9780, 9470, 9367, 9133, 8870, 8748, 8639, 8656, 8757, 11536, 8602, 8828, 9042, 9352, 9690, 9949, 10802, 11558, 12851, 19085, 15338, 15640, 14957, 13866, 11968, 10617, 9416, 8211, 7358, 8767, 5944, 5362, 4736, 3993, 3341, 2566, 1836, 1413, 1007, 898, 412, 322, 208, 148, 102, 85, 68, 29, 22, 28, 7, 12, 5, 5, 2, 3, 1, 3, 3, 1, 0, 0, 2, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00461
432,"[0, 0, 0, 0, 0, 0, 52, 120, 250, 355, 595, 901, 1403, 2072, 3098, 4390, 6096, 7851, 9235, 9818, 10022, 10094, 9706, 9301, 8925, 8453, 8269, 7855, 7352, 7173, 6680, 6518, 6304, 6120, 5911, 5697, 5597, 5892, 5591, 5569, 5668, 5742, 5782, 5803, 5711, 5548, 5560, 6877, 5533, 5533, 5468, 5466, 5501, 5626, 5641, 5631, 5779, 5860, 5964, 6047, 6288, 6351, 6508, 6637, 7127, 7254, 7645, 8281, 8739, 9221, 9705, 10142, 10492, 10503, 10369, 10259, 9861, 9630, 8685, 7854, 6817, 5922, 4816, 3947, 3049, 2252, 1653, 1304, 845, 616, 423, 253, 190, 137, 74, 56, 33, 25, 8, 6, 9, 4, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00462
433,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 121, 335, 782, 1794, 3601, 6304, 9654, 11649, 12305, 12089, 11707, 11981, 12085, 12356, 9910, 11383, 10793, 10329, 9842, 9448, 9250, 9021, 8731, 8638, 8341, 8196, 7868, 7595, 7576, 7794, 7732, 7679, 7736, 7975, 8063, 8315, 8852, 9248, 9637, 10155, 10466, 10633, 10062, 9226, 8300, 7382, 6516, 5541, 5121, 4678, 4280, 4080, 3818, 3786, 3673, 3373, 3302, 3021, 2983, 3035, 2971, 2976, 2977, 2931, 2476, 3011, 3073, 2984, 3125, 3084, 3121, 3055, 3004, 2835, 2617, 2485, 2249, 2017, 1733, 1537, 1330, 1237, 1026, 840, 760, 630, 490, 409, 287, 220, 131, 89, 57, 30, 18, 7, 5, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00462
434,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 457, 1563, 531, 418, 309, 334, 332, 277, 467, 590, 745, 959, 751, 1464, 1947, 2895, 4468, 4509, 10218, 15069, 18610, 19153, 12145, 16888, 15217, 13445, 11990, 7189, 10215, 9790, 9394, 9093, 6056, 8903, 8722, 8806, 8841, 5836, 8742, 8647, 8719, 8470, 6083, 9061, 9356, 9459, 9841, 6821, 10405, 10819, 10673, 10289, 6683, 9123, 8541, 8054, 7359, 4725, 7048, 7107, 6825, 7103, 4828, 6918, 6940, 6649, 6442, 3996, 5636, 4862, 4034, 3430, 1905, 2268, 1657, 1203, 898, 438, 444, 312, 173, 128, 70, 66, 41, 40, 26, 7, 14, 11, 4, 1, 1, 0, 2, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00464
435,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 1186, 1454, 799, 582, 676, 828, 705, 1157, 1471, 2291, 3738, 6579, 11377, 17321, 21733, 22552, 20944, 18070, 15956, 14376, 13135, 12283, 12070, 11988, 11705, 11427, 8540, 10879, 10699, 10397, 10447, 10545, 10429, 10764, 11104, 12019, 12667, 13463, 13800, 13371, 12579, 11504, 10464, 10140, 9486, 8995, 6123, 7833, 6949, 6307, 5552, 4799, 3954, 3224, 2472, 1845, 1351, 922, 611, 367, 292, 197, 117, 64, 60, 35, 24, 27, 16, 26, 16, 14, 13, 9, 8, 9, 2, 2, 5, 0, 4, 1, 2, 2, 2, 3, 3, 2, 2, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00464
436,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 304, 348, 254, 281, 357, 916, 2069, 4748, 8717, 10209, 16128, 17698, 17639, 13173, 15144, 13978, 13207, 10036, 12174, 11859, 11140, 10491, 7992, 9792, 9157, 9034, 6844, 8252, 7968, 7685, 5980, 7300, 7297, 7093, 6967, 5525, 6936, 6787, 6666, 5150, 6473, 6334, 6165, 6249, 5008, 5954, 5933, 5921, 4794, 5966, 5800, 6004, 4792, 5990, 5974, 6063, 6194, 4960, 6214, 6255, 6341, 5130, 6210, 5945, 5881, 4509, 5251, 4885, 4463, 4089, 2810, 3155, 2821, 2439, 1585, 1624, 1307, 939, 623, 511, 375, 250, 160, 73, 56, 41, 35, 10, 13, 8, 7, 5, 0, 3, 3, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00465
437,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 448, 2005, 1559, 642, 491, 540, 669, 752, 1056, 784, 946, 990, 1284, 1653, 2122, 3121, 6401, 7557, 10551, 13079, 14370, 14102, 13049, 16375, 11661, 11722, 11452, 11532, 11348, 11537, 11454, 15429, 11739, 12450, 12961, 13483, 13540, 13226, 12869, 16886, 12686, 12255, 11798, 11472, 11020, 10680, 13459, 9396, 8742, 8212, 7914, 7348, 7224, 6808, 8426, 6054, 5668, 5094, 4748, 4190, 3668, 3211, 3328, 2102, 1706, 1394, 1159, 988, 780, 893, 522, 403, 272, 193, 126, 76, 53, 36, 13, 13, 8, 7, 2, 7, 1, 2, 0, 1, 2, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00465
438,"[0, 0, 0, 0, 0, 0, 0, 7, 24, 70, 136, 295, 428, 676, 979, 1476, 2087, 3847, 4228, 5393, 6508, 7666, 8557, 11101, 8920, 8793, 8336, 8030, 7577, 9140, 7161, 7038, 6784, 6692, 6768, 8232, 6699, 6809, 7152, 7189, 7572, 9644, 7839, 8148, 8314, 8425, 10777, 8740, 8773, 8873, 8777, 8604, 10595, 8369, 8616, 8314, 8100, 8031, 9613, 7626, 7361, 7150, 6910, 6785, 8148, 6379, 6140, 6085, 5990, 5703, 7063, 5517, 5476, 5501, 5364, 5331, 6668, 5010, 5116, 4864, 4811, 4487, 5260, 4031, 3791, 3486, 3250, 2832, 2775, 1761, 1301, 927, 636, 601, 284, 203, 179, 97, 70, 53, 25, 14, 4, 5, 1, 4, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00468
439,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 106, 996, 725, 617, 425, 332, 443, 391, 627, 825, 822, 1636, 1946, 3763, 5815, 5818, 9733, 8443, 12440, 12926, 9834, 13685, 10388, 14171, 14277, 10867, 14763, 11589, 15772, 16269, 12738, 17504, 13518, 18578, 18629, 13816, 18956, 14477, 19539, 19614, 14717, 19177, 13778, 17342, 15393, 10286, 11391, 7101, 7753, 6285, 3870, 4178, 2373, 2409, 1825, 1040, 1155, 739, 694, 572, 305, 331, 231, 238, 194, 114, 161, 92, 115, 68, 53, 53, 28, 36, 27, 11, 15, 3, 5, 4, 3, 4, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00468
440,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 180, 470, 856, 1350, 1909, 2092, 3569, 5041, 6802, 8256, 9817, 11014, 9227, 11984, 12049, 11787, 11148, 10552, 9929, 7584, 9160, 8858, 8444, 8235, 8072, 7776, 6297, 7747, 7630, 7290, 7202, 7238, 7284, 5843, 7195, 7009, 7007, 6983, 6756, 6698, 6535, 5159, 6322, 6451, 6152, 6255, 6290, 6197, 4978, 6364, 6408, 6505, 6465, 6547, 6659, 5253, 6692, 6712, 6516, 6589, 6639, 6654, 5461, 7038, 7117, 7180, 7084, 6851, 6859, 5199, 5928, 5432, 5145, 4284, 3669, 2958, 1906, 1978, 1437, 1102, 739, 630, 388, 233, 175, 147, 98, 67, 54, 46, 31, 18, 16, 20, 9, 6, 5, 5, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00469
441,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 243, 653, 971, 1393, 1292, 2296, 3386, 4620, 6328, 6175, 9861, 11486, 12414, 9754, 12573, 12329, 11318, 8033, 10341, 9843, 9281, 6571, 8319, 7886, 7655, 5613, 7265, 6964, 6708, 5057, 6539, 6481, 6241, 6367, 4654, 6145, 5921, 6234, 4548, 5977, 5826, 5859, 4468, 5975, 5999, 6251, 4795, 6580, 6753, 6826, 5390, 7547, 7872, 8012, 6320, 8753, 8930, 9201, 9260, 7030, 9375, 9251, 9186, 6785, 8560, 8212, 7724, 5451, 6490, 5760, 5039, 3290, 4061, 3418, 3053, 1904, 2331, 1894, 1553, 1062, 1148, 869, 653, 477, 251, 239, 147, 116, 60, 56, 35, 24, 9, 14, 6, 5, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00469
442,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2806, 2711, 897, 584, 617, 411, 471, 517, 851, 808, 1028, 1267, 1683, 3130, 3449, 4794, 6724, 13113, 12369, 13906, 14163, 18131, 12291, 11548, 10887, 10427, 13605, 9768, 9832, 9908, 12923, 9936, 10042, 10322, 14340, 11149, 11505, 12122, 12570, 18071, 14183, 14017, 13547, 16978, 11579, 10758, 10053, 9305, 12069, 8656, 8475, 8378, 10889, 7637, 7380, 6685, 7643, 4688, 3758, 2900, 2214, 1989, 971, 639, 389, 282, 105, 75, 23, 26, 13, 1, 5, 1, 1, 0, 2, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00470
443,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 2269, 3747, 4910, 9330, 17798, 27912, 37974, 33296, 29879, 27074, 23860, 23580, 19597, 18413, 18459, 20630, 19343, 19259, 19128, 20811, 17518, 15735, 13362, 11297, 10510, 8325, 7236, 6320, 5995, 4520, 3690, 2940, 2504, 1531, 1063, 767, 492, 317, 171, 113, 84, 65, 48, 26, 10, 4, 4, 0, 0, 2, 1, 3, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",2,00470
444,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 78, 283, 489, 1003, 1452, 3093, 3930, 7756, 8869, 14616, 13890, 18458, 14217, 16687, 12187, 14151, 10228, 11370, 8577, 9844, 7562, 8911, 7006, 8070, 6367, 7738, 6169, 7438, 5734, 7059, 5482, 6755, 5399, 6611, 5218, 6325, 4912, 5897, 4576, 5738, 4393, 4461, 5574, 4612, 5847, 4799, 6175, 5215, 6796, 5828, 7544, 6370, 8138, 6555, 8090, 6458, 7587, 5851, 6827, 5233, 6086, 4597, 5320, 4163, 4813, 3820, 4704, 3769, 4865, 3717, 4946, 3798, 4889, 3722, 4538, 3431, 3999, 2762, 3067, 2159, 2165, 1320, 1213, 632, 462, 233, 147, 56, 37, 15, 15, 10, 0, 2, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00473
445,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 221, 401, 933, 1307, 2746, 3506, 6723, 7682, 12559, 11752, 15714, 12628, 15375, 11699, 13592, 10371, 12017, 8744, 10062, 7448, 8901, 6686, 7972, 6165, 7442, 5697, 6710, 5312, 6247, 4989, 6027, 4809, 5693, 4510, 5377, 4344, 5207, 4144, 5263, 4104, 5153, 4290, 5360, 4388, 5585, 4655, 5053, 6757, 5764, 7784, 6416, 8538, 6820, 8683, 6836, 8279, 6085, 7144, 5288, 6146, 4510, 5074, 3656, 4378, 3354, 4078, 3147, 4070, 3306, 4380, 3490, 4864, 3992, 5201, 4271, 5372, 4171, 5013, 3731, 4513, 3397, 3980, 2846, 3101, 2253, 2055, 1218, 1060, 566, 401, 162, 125, 50, 33, 17, 6, 4, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00473
446,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 1249, 951, 970, 1688, 1485, 1625, 2485, 2155, 2292, 3988, 3748, 5013, 9739, 10817, 13107, 19462, 14147, 12981, 15488, 9961, 9134, 11242, 7878, 7392, 9536, 7016, 6898, 9218, 7141, 7416, 10726, 8344, 9002, 12976, 10166, 10257, 14320, 11667, 12436, 18291, 14694, 15262, 19870, 14043, 13247, 16559, 12259, 11668, 14417, 9716, 8514, 9067, 5321, 4033, 3711, 1863, 1197, 880, 393, 267, 187, 78, 48, 59, 32, 11, 20, 8, 9, 7, 12, 4, 4, 7, 3, 3, 4, 0, 3, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00474
447,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 81, 738, 1640, 976, 1245, 1070, 1720, 1707, 2276, 4265, 4602, 8394, 8298, 13928, 12217, 12927, 16982, 12069, 14551, 9891, 12212, 8691, 8293, 10820, 7710, 10274, 7791, 10478, 7773, 7906, 11085, 8625, 12323, 9579, 13412, 10672, 14950, 12058, 12488, 17353, 13858, 18085, 13315, 16502, 10929, 10153, 12216, 8293, 10375, 7261, 9182, 6133, 5804, 6803, 4339, 4864, 2897, 2829, 1382, 923, 769, 375, 280, 118, 113, 41, 18, 29, 6, 5, 4, 2, 2, 1, 1, 4, 1, 1, 2, 1, 1, 0, 3, 2, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00474
448,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 502, 2758, 3009, 1976, 2161, 3325, 4058, 5950, 11005, 13118, 16220, 22069, 18849, 19052, 22504, 18520, 22023, 17829, 17605, 20115, 16164, 15838, 19084, 16523, 16898, 20803, 17142, 16156, 17733, 14048, 13437, 14672, 10483, 8527, 7964, 5333, 5372, 3752, 3143, 3038, 2029, 1778, 1778, 1392, 1121, 1301, 1010, 923, 949, 736, 687, 755, 511, 495, 565, 454, 496, 408, 334, 399, 326, 314, 362, 261, 250, 295, 230, 231, 263, 209, 200, 240, 175, 175, 206, 157, 162, 107, 106, 149, 96, 75, 101, 64, 57, 63, 52, 26, 43, 32, 29, 14, 10, 13, 6, 4, 7, 5, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00475
449,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 4840, 4692, 4393, 4262, 4899, 8859, 13654, 15531, 22510, 24940, 21615, 25202, 25602, 22057, 25367, 24976, 21236, 24635, 25220, 23216, 28677, 27322, 20535, 17855, 11831, 7008, 6480, 5416, 3926, 3963, 3372, 2516, 2567, 2164, 1594, 1624, 1414, 1128, 1094, 959, 794, 784, 723, 675, 494, 544, 497, 410, 463, 478, 381, 440, 433, 358, 368, 403, 299, 350, 331, 259, 280, 296, 226, 255, 230, 204, 226, 194, 150, 158, 146, 107, 139, 100, 66, 74, 74, 48, 55, 36, 31, 28, 20, 22, 12, 15, 10, 16, 14, 4, 2, 5, 4, 8, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",5,00475
450,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 765, 756, 1394, 1486, 3092, 3676, 8176, 9311, 16528, 18601, 13509, 16313, 10544, 13394, 9590, 12782, 9539, 12587, 9344, 12454, 12151, 9175, 12004, 8861, 11807, 8781, 11578, 8586, 11276, 10747, 7647, 9791, 6851, 8804, 6301, 8073, 5943, 7829, 5787, 7513, 7415, 5369, 6961, 5094, 6606, 4807, 6271, 4562, 5808, 5492, 3834, 4906, 3425, 4432, 3187, 4127, 2928, 3823, 2805, 3774, 3628, 2699, 3485, 2555, 3161, 2305, 2840, 2013, 2627, 2565, 1657, 2294, 1679, 2197, 1607, 2153, 1520, 1918, 1352, 1774, 1528, 946, 1091, 732, 790, 454, 505, 264, 254, 171, 89, 66, 29, 43, 12, 11, 10, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00479
451,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 710, 1353, 1866, 2717, 2750, 5723, 9478, 15054, 19737, 20819, 14687, 17285, 15965, 15023, 14669, 14946, 10817, 14250, 14251, 13970, 13688, 13086, 9308, 11821, 11300, 10861, 10275, 9923, 9312, 6754, 8585, 8405, 8276, 7885, 7715, 5739, 7064, 6870, 6485, 6056, 5745, 4057, 5129, 4829, 4536, 4363, 4274, 3035, 3737, 3612, 3535, 3519, 3371, 3200, 2323, 2991, 2851, 2687, 2537, 2390, 1736, 2180, 2094, 2058, 1947, 1880, 1363, 1698, 1652, 1631, 1529, 1493, 1069, 1387, 1370, 1282, 1137, 1059, 1006, 626, 786, 691, 573, 442, 321, 201, 189, 135, 92, 61, 40, 19, 16, 18, 7, 6, 3, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00479
